IMPACT	Accession	TF	Tissue	Cell
414	GSM1022631	CTCF	BREAST	HMEC
414	GSM749753	CTCF	BREAST	HMEC
415	GSM646392	CTCF	MUSCULOSKELETAL	HSMM
415	GSM646393	CTCF	MUSCULOSKELETAL	HSMM
415	GSM733762	CTCF	MUSCULOSKELETAL	HSMM
415	GSM733783	CTCF	MUSCULOSKELETAL	HSMM
416	GSM646454	CTCF	SKIN	NHEK
416	GSM646455	CTCF	SKIN	NHEK
416	GSM733636	CTCF	SKIN	NHEK
416	GSM822271	CTCF	SKIN	NHEK
416	GSM749707	CTCF	SKIN	NHEK
416	GSM749747	CTCF	SKIN	NHEK
417	GSM646474	CTCF	LUNG	NHLF
417	GSM646475	CTCF	LUNG	NHLF
417	GSM733695	CTCF	LUNG	NHLF
417	GSM1022626	CTCF	LUNG	NHLF
418	GSM733744	CTCF	SKIN	NHDF
419	GSM733765	CTCF	BRAIN	NH-A
420	GSM733784	CTCF	MUSCULOSKELETAL	Osteobl
421	GSM822274	MYC	STEMCELL	hESC H1
421	GSM748531	MYC	STEMCELL	hESC H1
421	GSM935509	MYC	STEMCELL	hESC H1
422	GSM822290	MYC	BLOOD	GM12878
422	GSM748526	MYC	BLOOD	GM12878
422	GSM748527	MYC	BLOOD	GM12878
422	GSM754334	MYC	BLOOD	GM12878
423	GSM822291	MYC	LIVER	Hep G2
423	GSM748540	MYC	LIVER	Hep G2
423	GSM748541	MYC	LIVER	Hep G2
423	GSM748542	MYC	LIVER	Hep G2
424	GSM822298	MYC	VASCULAR	HUVEC
424	GSM748547	MYC	VASCULAR	HUVEC
425	GSM822303	CTCF	BRAIN	Glioblastoma
426	GSM822310	MYC	BLOOD	K-562
426	GSM487427	MYC	BLOOD	K-562
426	GSM748551	MYC	BLOOD	K-562
426	GSM748552	MYC	BLOOD	K-562
426	GSM748553	MYC	BLOOD	K-562
426	GSM935410	MYC	BLOOD	K-562
426	GSM935428	MYC	BLOOD	K-562
426	GSM935466	MYC	BLOOD	K-562
426	GSM935516	MYC	BLOOD	K-562
426	GSM935548	MYC	BLOOD	K-562
426	GSM935599	MYC	BLOOD	K-562
427	GSM1003604	CUX1	BLOOD	GM12878
428	GSM1003607	MYC	LUNG	A549
429	GSM1003609	JUN	BLOOD	K-562
429	GSM487425	JUN	BLOOD	K-562
429	GSM935411	JUN	BLOOD	K-562
429	GSM935467	JUN	BLOOD	K-562
429	GSM935468	JUN	BLOOD	K-562
429	GSM935521	JUN	BLOOD	K-562
429	GSM935602	JUN	BLOOD	K-562
430	GSM1003614	MXI1	LUNG	IMR-90
431	GSM1003615	RFX5	LUNG	IMR-90
432	GSM1003616	MAFK	BLOOD	GM12878
432	GSM935652	MAFK	BLOOD	GM12878
433	GSM1003620	ELK1	BLOOD	K-562
434	GSM1003622	CUX1	BLOOD	K-562
435	GSM1003629	RFX5	BRAIN	SK-N-SH
436	GSM1003630	NRF1	BRAIN	SK-N-SH
437	GSM1003631	MXI1	BRAIN	SK-N-SH
438	GSM1003632	JUND	BRAIN	SK-N-SH
438	GSM1010901	JUND	BRAIN	SK-N-SH
439	GSM1003633	CTCF	BRAIN	SK-N-SH
439	GSM749667	CTCF	BRAIN	SK-N-SH
439	GSM749693	CTCF	BRAIN	SK-N-SH
439	GSM803333	CTCF	BRAIN	SK-N-SH
440	GSM1003634	JUND	BLOOD	GM12878
440	GSM754331	JUND	BLOOD	GM12878
440	GSM935541	JUND	BLOOD	GM12878
441	GSM1010719	CREB1	LUNG	A549
441	GSM1010720	CREB1	LUNG	A549
441	GSM1010726	CREB1	LUNG	A549
442	GSM1010723	JUND	LUNG	A549
443	GSM1010724	FOXA2	LUNG	A549
444	GSM1010725	FOXA1	LUNG	A549
444	GSM1010826	FOXA1	LUNG	A549
445	GSM1010727	GATA3	LUNG	A549
446	GSM1010728	MAX	LUNG	A549
446	GSM935298	MAX	LUNG	A549
447	GSM1010730	EGR1	BLOOD	GM12878
447	GSM803434	EGR1	BLOOD	GM12878
448	GSM1010735	REST	BRAIN	SK-N-SH
448	GSM803335	REST	BRAIN	SK-N-SH
449	GSM1010738	GATA3	BRAIN	SK-N-SH
449	GSM935567	GATA3	BRAIN	SK-N-SH
450	GSM1010739	GABPA	BRAIN	SK-N-SH
451	GSM1010741	NFIC	LIVER	Hep G2
452	GSM1010743	SP4	STEMCELL	hESC H1
453	GSM1010748	FOSL2	LUNG	A549
454	GSM1010749	REST	LUNG	A549
455	GSM1010751	ELF1	BRAIN	SK-N-SH
456	GSM1010754	REST	BLOOD	HL-60
457	GSM1010755	PBX3	LUNG	A549
458	GSM1010756	FOSL1	GI	HCT 116
459	GSM1010757	ATF3	GI	HCT 116
460	GSM1010760	CREB1	BLOOD	GM12878
461	GSM1010764	ELF1	BREAST	MCF-7
462	GSM1010765	ELF1	GI	HCT 116
463	GSM1010766	E2F6	LUNG	A549
464	GSM1010767	RXRA	BRAIN	SK-N-SH
465	GSM1010768	FOSL2	BREAST	MCF-7
466	GSM1010772	TEAD4	GI	HCT 116
467	GSM1010776	SP2	STEMCELL	hESC H1
468	GSM1010777	CEBPD	LIVER	Hep G2
469	GSM1010778	CEBPB	LIVER	Hep G2
469	GSM935493	CEBPB	LIVER	Hep G2
469	GSM935622	CEBPB	LIVER	Hep G2
470	GSM1010784	REST	LIVER	Hep G2
470	GSM803344	REST	LIVER	Hep G2
471	GSM1010787	SP2	LIVER	Hep G2
472	GSM1010789	ATF3	LUNG	A549
473	GSM1010790	ELF1	LUNG	A549
474	GSM1010792	REST	PANCREAS	PANC-1
474	GSM1010859	REST	PANCREAS	PANC-1
474	GSM803370	REST	PANCREAS	PANC-1
475	GSM1010806	USF1	BRAIN	SK-N-SH
475	GSM803472	USF1	BRAIN	SK-N-SH
476	GSM1010808	CREB1	LIVER	Hep G2
477	GSM1010809	ZEB1	LIVER	Hep G2
478	GSM1010813	SP1	LUNG	A549
479	GSM1010822	GABPA	BLOOD	HL-60
480	GSM1010828	USF1	LUNG	A549
480	GSM803429	USF1	LUNG	A549
480	GSM803457	USF1	LUNG	A549
481	GSM1010829	ETS1	LUNG	A549
482	GSM1010833	GABPA	LUNG	A549
483	GSM1010834	MEF2A	BRAIN	SK-N-SH
484	GSM1010835	MAX	BRAIN	SK-N-SH
485	GSM1010836	USF1	GI	HCT 116
486	GSM1010839	SRF	BREAST	MCF-7
487	GSM1010840	FOSL2	BRAIN	SK-N-SH
488	GSM1010843	SPI1	BLOOD	HL-60
489	GSM1010844	EGR1	BREAST	MCF-7
490	GSM1010845	TEAD4	STEMCELL	hESC H1
491	GSM1010846	EGR1	GI	HCT 116
492	GSM1010847	JUND	GI	HCT 116
493	GSM1010850	CEBPB	BLOOD	GM12878
494	GSM1010851	SRF	GI	HCT 116
495	GSM1010852	CEBPB	GI	HCT 116
496	GSM1010858	TEAD4	BRAIN	SK-N-SH
497	GSM1010860	TEAD4	BREAST	MCF-7
498	GSM1010863	MAX	BREAST	MCF-7
499	GSM1010864	GABPA	BREAST	MCF-7
500	GSM1010865	MAX	LIVER	Hep G2
500	GSM935406	MAX	LIVER	Hep G2
501	GSM1010868	TEAD4	LUNG	A549
502	GSM1010869	REST	GI	HCT 116
503	GSM1010871	CEBPB	LUNG	A549
503	GSM935630	CEBPB	LUNG	A549
504	GSM1010875	TEAD4	LIVER	Hep G2
505	GSM1010878	CEBPB	BLOOD	K-562
505	GSM935499	CEBPB	BLOOD	K-562
506	GSM1010880	NFIC	BRAIN	SK-N-SH
507	GSM1010881	NFIC	BLOOD	GM12878
508	GSM1010887	PBX3	BRAIN	SK-N-SH
509	GSM1010889	CEBPB	BREAST	MCF-7
510	GSM1010890	CREB1	BLOOD	K-562
511	GSM1010891	REST	BREAST	MCF-7
512	GSM1010892	JUND	BREAST	MCF-7
513	GSM1010893	RUNX3	BLOOD	GM12878
514	GSM1010895	TEAD4	BLOOD	K-562
515	GSM1010896	CREB1	STEMCELL	hESC H1
516	GSM1010898	MAX	STEMCELL	hESC H1
516	GSM935348	MAX	STEMCELL	hESC H1
517	GSM1010899	E2F6	STEMCELL	hESC H1
518	GSM1010902	SP1	GI	HCT 116
519	GSM1010903	CTCF	GI	HCT 116
519	GSM1022651	CTCF	GI	HCT 116
519	GSM1022652	CTCF	GI	HCT 116
520	GSM1010904	MAX	GI	HCT 116
521	GSM1010906	CEBPD	BLOOD	K-562
522	GSM1022628	CTCF	PLACENTA	HVMF
522	GSM1022630	CTCF	PLACENTA	HVMF
523	GSM1022629	CTCF	BLOOD	GM12873
523	GSM749686	CTCF	BLOOD	GM12873
523	GSM749730	CTCF	BLOOD	GM12873
524	GSM1022633	CTCF	BLOOD	GM12872
524	GSM749692	CTCF	BLOOD	GM12872
524	GSM749694	CTCF	BLOOD	GM12872
525	GSM1022635	CTCF	LUNG	AG04450
525	GSM749769	CTCF	LUNG	AG04450
526	GSM1022636	CTCF	BLOOD	GM12865
526	GSM749725	CTCF	BLOOD	GM12865
526	GSM749740	CTCF	BLOOD	GM12865
527	GSM1022643	CTCF	BLOOD	NB-4
528	GSM1022644	CTCF	SKIN	HFF
529	GSM1022650	CTCF	BRAIN	BE(2)-C
529	GSM1022653	CTCF	BRAIN	BE(2)-C
530	GSM1022657	CTCF	HEART	HCM
530	GSM1022677	CTCF	HEART	HCM
531	GSM1022661	CTCF	BRAIN	HAc
531	GSM1022662	CTCF	BRAIN	HAc
532	GSM1022664	CTCF	BLOOD	GM12864
532	GSM749676	CTCF	BLOOD	GM12864
532	GSM749762	CTCF	BLOOD	GM12864
533	GSM1022666	CTCF	KIDNEY	RPTEC
533	GSM1022667	CTCF	KIDNEY	RPTEC
534	GSM1022668	CTCF	BRAIN	HA-sp
534	GSM749696	CTCF	BRAIN	HA-sp
535	GSM1022669	CTCF	SKIN	HFF-Myc
535	GSM1022671	CTCF	SKIN	HFF-Myc
536	GSM1022675	CTCF	SKIN	NHDF-neo
536	GSM1022676	CTCF	SKIN	NHDF-neo
537	GSM608153	NR2C2	BLOOD	K-562
537	GSM608154	NR2C2	BLOOD	K-562
537	GSM935374	NR2C2	BLOOD	K-562
538	GSM608155	NR2C2	LIVER	Hep G2
538	GSM608156	NR2C2	LIVER	Hep G2
538	GSM935596	NR2C2	LIVER	Hep G2
539	GSM608157	NR2C2	BLOOD	GM12878
539	GSM608158	NR2C2	BLOOD	GM12878
539	GSM935480	NR2C2	BLOOD	GM12878
540	GSM608161	ELK4	CERVIX	HeLa
540	GSM608162	ELK4	CERVIX	HeLa
540	GSM935351	ELK4	CERVIX	HeLa
541	GSM608163	ELK1	CERVIX	HeLa
541	GSM935326	ELK1	CERVIX	HeLa
542	GSM730701	GATA2	VASCULAR	HUVEC
542	GSM730702	GATA2	VASCULAR	HUVEC
542	GSM935347	GATA2	VASCULAR	HUVEC
543	GSM730703	FOS	VASCULAR	HUVEC
543	GSM730704	FOS	VASCULAR	HUVEC
543	GSM935585	FOS	VASCULAR	HUVEC
544	GSM748557	MYC	SKIN	NHEK
545	GSM749665	CTCF	BREAST	HMF
545	GSM749675	CTCF	BREAST	HMF
546	GSM749666	CTCF	VASCULAR	AoAF
546	GSM749736	CTCF	VASCULAR	AoAF
547	GSM749668	CTCF	KIDNEY	HEK293
547	GSM749687	CTCF	KIDNEY	HEK293
548	GSM749670	CTCF	BLOOD	GM12875
548	GSM749764	CTCF	BLOOD	GM12875
549	GSM749677	CTCF	SKIN	BJ
549	GSM749752	CTCF	SKIN	BJ
550	GSM749678	CTCF	SKIN	AG04449
550	GSM749695	CTCF	SKIN	AG04449
551	GSM749679	CTCF	EYE	WERI-Rb-1
551	GSM749768	CTCF	EYE	WERI-Rb-1
552	GSM749680	CTCF	SKIN	AG09309
552	GSM749750	CTCF	SKIN	AG09309
553	GSM749681	CTCF	VASCULAR	HPAF
553	GSM749751	CTCF	VASCULAR	HPAF
554	GSM749684	CTCF	LUNG	SAEC
554	GSM749779	CTCF	LUNG	SAEC
555	GSM749688	CTCF	BLOOD	HL-60
556	GSM749689	CTCF	GI	Caco-2
556	GSM749748	CTCF	GI	Caco-2
557	GSM749699	CTCF	LUNG	HPF
557	GSM749717	CTCF	LUNG	HPF
558	GSM749705	CTCF	BLOOD	GM06990
558	GSM749708	CTCF	BLOOD	GM06990
559	GSM749710	CTCF	BRAIN	HBMEC
559	GSM749743	CTCF	BRAIN	HBMEC
560	GSM749711	CTCF	BLOOD	GM12801
561	GSM749712	CTCF	GI	HEEpiC
561	GSM749726	CTCF	GI	HEEpiC
562	GSM749714	CTCF	SKIN	AG10803
562	GSM749759	CTCF	SKIN	AG10803
563	GSM749723	CTCF	SKIN	AG09319
563	GSM749728	CTCF	SKIN	AG09319
564	GSM749727	CTCF	KIDNEY	HRE
564	GSM749737	CTCF	KIDNEY	HRE
565	GSM749732	CTCF	VASCULAR	HCFaa
566	GSM749735	CTCF	BRAIN	HCPEpiC
566	GSM749745	CTCF	BRAIN	HCPEpiC
567	GSM749741	CTCF	BLOOD	GM12874
567	GSM749757	CTCF	BLOOD	GM12874
568	GSM754332	FOS	BLOOD	GM12878
568	GSM935409	FOS	BLOOD	GM12878
569	GSM754333	MAX	BLOOD	GM12878
569	GSM935518	MAX	BLOOD	GM12878
570	GSM777637	NR4A1	BLOOD	K-562
571	GSM777638	JUNB	BLOOD	K-562
572	GSM777639	JUND	BLOOD	K-562
572	GSM935569	JUND	BLOOD	K-562
573	GSM803334	PAX5	BLOOD	GM12892
574	GSM803337	PAX5	BLOOD	GM12891
575	GSM803341	RXRA	BLOOD	GM12878
576	GSM803343	GABPA	LIVER	Hep G2
577	GSM803347	USF1	BLOOD	GM12878
578	GSM803350	SRF	BLOOD	GM12878
578	GSM803477	SRF	BLOOD	GM12878
579	GSM803353	FOXP2	BRAIN	SK-N-MC
580	GSM803362	PAX5	BLOOD	GM12878
580	GSM803391	PAX5	BLOOD	GM12878
581	GSM803363	SP1	BLOOD	GM12878
582	GSM803365	REST	STEMCELL	hESC H1
583	GSM803377	SP1	STEMCELL	hESC H1
584	GSM803379	MEF2A	BLOOD	K-562
585	GSM803380	ATF3	BLOOD	K-562
585	GSM935391	ATF3	BLOOD	K-562
586	GSM803382	FOSL1	STEMCELL	hESC H1
587	GSM803384	SPI1	BLOOD	K-562
588	GSM803385	HEY1	BLOOD	K-562
589	GSM803390	IRF4	BLOOD	GM12878
590	GSM803398	SPI1	BLOOD	GM12891
591	GSM803402	SP2	BLOOD	K-562
592	GSM803403	FOXA2	LIVER	Hep G2
593	GSM803404	HNF4G	LIVER	Hep G2
594	GSM803408	THAP1	BLOOD	K-562
595	GSM803411	ZEB1	BLOOD	GM12878
596	GSM803414	EGR1	BLOOD	K-562
597	GSM803415	ELF1	LIVER	Hep G2
598	GSM803420	MEF2C	BLOOD	GM12878
599	GSM803424	GABPA	STEMCELL	hESC H1
600	GSM803425	SRF	STEMCELL	hESC H1
601	GSM803426	USF1	STEMCELL	hESC H1
602	GSM803430	EGR1	STEMCELL	hESC H1
603	GSM803432	FOXA1	LIVER	Hep G2
603	GSM803461	FOXA1	LIVER	Hep G2
604	GSM803439	FOSL1	BLOOD	K-562
605	GSM803441	USF1	BLOOD	K-562
606	GSM803442	ETS1	BLOOD	K-562
607	GSM803448	HEY1	LIVER	Hep G2
608	GSM803451	FOSL2	LIVER	Hep G2
609	GSM803452	RXRA	LIVER	Hep G2
610	GSM803460	HNF4A	LIVER	Hep G2
610	GSM935619	HNF4A	LIVER	Hep G2
611	GSM803478	REST	CERVIX	HeLa
612	GSM803494	ELF1	BLOOD	K-562
613	GSM803496	ELF1	BLOOD	GM12878
614	GSM803500	JUND	LIVER	Hep G2
614	GSM935649	JUND	LIVER	Hep G2
615	GSM803502	SRF	LIVER	Hep G2
616	GSM803503	ATF3	LIVER	Hep G2
617	GSM803505	SP1	BLOOD	K-562
618	GSM803506	RXRA	STEMCELL	hESC H1
619	GSM803507	SP1	LIVER	Hep G2
620	GSM803508	ATF3	BLOOD	GM12878
621	GSM803510	ETS1	BLOOD	GM12878
622	GSM803511	MEF2A	BLOOD	GM12878
623	GSM803512	ATF3	STEMCELL	hESC H1
624	GSM803520	SRF	BLOOD	K-562
625	GSM803523	MAX	BLOOD	K-562
625	GSM935344	MAX	BLOOD	K-562
625	GSM935539	MAX	BLOOD	K-562
626	GSM803524	GABPA	BLOOD	K-562
627	GSM803527	USF1	LIVER	Hep G2
628	GSM803529	JUND	STEMCELL	hESC H1
628	GSM935434	JUND	STEMCELL	hESC H1
629	GSM803532	PBX3	BLOOD	GM12878
630	GSM808759	CTCF	FIBROBLAST	FB8470
630	GSM808760	CTCF	FIBROBLAST	FB8470
631	GSM808761	MYC	FIBROBLAST	FB8470
631	GSM808762	MYC	FIBROBLAST	FB8470
632	GSM808764	CTCF	FIBROBLAST	FB0167P
632	GSM808765	CTCF	FIBROBLAST	FB0167P
633	GSM808766	MYC	FIBROBLAST	FB0167P
633	GSM808767	MYC	FIBROBLAST	FB0167P
634	GSM808771	CTCF	BRAIN	D54
634	GSM808772	CTCF	BRAIN	D54
635	GSM808773	MYC	BRAIN	D54
635	GSM808774	MYC	BRAIN	D54
636	GSM935276	STAT3	CERVIX	HeLa
637	GSM935277	TBP	BLOOD	GM12878
638	GSM935278	JUN	VASCULAR	HUVEC
639	GSM935280	TBP	LIVER	Hep G2
640	GSM935290	MAFK	CERVIX	HeLa
641	GSM935292	MAFK	STEMCELL	hESC H1
642	GSM935293	MXI1	STEMCELL	hESC H1
643	GSM935295	CEBPB	STEMCELL	hESC H1
644	GSM935303	TBP	STEMCELL	hESC H1
645	GSM935304	RFX5	LIVER	Hep G2
646	GSM935305	MAFK	LIVER	Hep G2
646	GSM935610	MAFK	LIVER	Hep G2
647	GSM935306	MAFF	LIVER	Hep G2
648	GSM935308	NRF1	STEMCELL	hESC H1
649	GSM935309	NRF1	BLOOD	GM12878
650	GSM935311	MAFK	BLOOD	K-562
650	GSM935414	MAFK	BLOOD	K-562
651	GSM935317	FOS	CERVIX	HeLa
652	GSM935318	MAX	CERVIX	HeLa
652	GSM935405	MAX	CERVIX	HeLa
653	GSM935328	JUND	CERVIX	HeLa
654	GSM935330	E2F4	BLOOD	GM12878
655	GSM935333	GATA1	BLOOD	PBDEFetal
656	GSM935340	ATF1	BLOOD	K-562
657	GSM935341	JUN	CERVIX	HeLa
658	GSM935345	ELK1	BLOOD	GM12878
659	GSM935356	USF2	BLOOD	K-562
660	GSM935361	NRF1	BLOOD	K-562
661	GSM935364	JUN	LIVER	Hep G2
662	GSM935365	E2F4	CERVIX	HeLa
663	GSM935366	E2F1	CERVIX	HeLa
663	GSM935484	E2F1	CERVIX	HeLa
664	GSM935380	USF2	STEMCELL	hESC H1
665	GSM935382	RFX5	STEMCELL	hESC H1
666	GSM935396	FOS	BREAST	MCF 10A
666	GSM935397	FOS	BREAST	MCF 10A
666	GSM935398	FOS	BREAST	MCF 10A
666	GSM935438	FOS	BREAST	MCF 10A
667	GSM935399	STAT3	BREAST	MCF 10A
667	GSM935457	STAT3	BREAST	MCF 10A
667	GSM935551	STAT3	BREAST	MCF 10A
667	GSM935591	STAT3	BREAST	MCF 10A
668	GSM935400	E2F4	BREAST	MCF 10A
669	GSM935403	MAFK	LUNG	IMR-90
670	GSM935404	CTCF	LUNG	IMR-90
671	GSM935408	NFYB	CERVIX	HeLa
672	GSM935431	MXI1	BLOOD	GM12878
673	GSM935437	MXI1	LIVER	Hep G2
674	GSM935441	MYC	BREAST	MCF 10A
674	GSM935491	MYC	BREAST	MCF 10A
675	GSM935465	GATA1	BLOOD	PBDE
676	GSM935471	STAT1	BLOOD	K-562
676	GSM935472	STAT1	BLOOD	K-562
676	GSM935487	STAT1	BLOOD	K-562
676	GSM935488	STAT1	BLOOD	K-562
677	GSM935476	E2F6	CERVIX	HeLa
678	GSM935477	E2F1	BREAST	MCF-7
679	GSM935495	TBP	BLOOD	K-562
680	GSM935497	MXI1	BLOOD	K-562
681	GSM935498	MXI1	CERVIX	HeLa
682	GSM935504	IRF1	BLOOD	K-562
682	GSM935505	IRF1	BLOOD	K-562
682	GSM935546	IRF1	BLOOD	K-562
682	GSM935549	IRF1	BLOOD	K-562
683	GSM935506	NFYA	BLOOD	GM12878
684	GSM935507	NFYB	BLOOD	GM12878
685	GSM935508	NFYA	CERVIX	HeLa
686	GSM935519	CEBPB	LUNG	IMR-90
687	GSM935520	MAFF	BLOOD	K-562
688	GSM935553	CEBPB	CERVIX	HeLa
689	GSM935555	PRDM1	CERVIX	HeLa
690	GSM935556	RFX5	BLOOD	GM12878
691	GSM935557	STAT3	BLOOD	GM12878
692	GSM935558	USF2	BLOOD	GM12878
693	GSM935560	RFX5	CERVIX	HeLa
694	GSM935561	USF2	CERVIX	HeLa
695	GSM935565	RFX5	BLOOD	K-562
696	GSM935570	IRF3	CERVIX	HeLa
697	GSM935572	MAX	VASCULAR	HUVEC
698	GSM935589	GATA2	BRAIN	SK-N-SH
699	GSM935600	E2F4	BLOOD	K-562
700	GSM935606	TBP	CERVIX	HeLa
701	GSM935614	JUN	STEMCELL	hESC H1
702	GSM935626	HSF1	LIVER	Hep G2
703	GSM935636	NRF1	CERVIX	HeLa
704	GSM935643	MYC	BLOOD	NB-4
705	GSM935644	MAX	BLOOD	NB-4
706	GSM935646	USF2	LIVER	Hep G2
707	GSM935648	NRF1	LIVER	Hep G2
